iaBtr47El1Q	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/iaBtr47El1Q_40.0.mp4	Awesome in the market school, do you remember? I thought it was confetti in our hair By the way, didn't I break?	0.000	12.000
QFTcdU-BDg8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_07/QFTcdU-BDg8_30.0.mp4	shaking I know that mine too mine too okay okay let's just leave this room let's just	0.210	10.260
pIQulLl44zs	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_05/pIQulLl44zs_30.0.mp4	Here's a project where I've put this to use.	6.390	8.550
KDXBLO8Cb7I	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_11/KDXBLO8Cb7I_70.0.mp4	just anarchy.	0.000	11.010
0cjmAt96WEI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_03/0cjmAt96WEI_70.0.mp4	and allow for ease of use and comfort.	0.720	9.510
qCpWjS0bAwc	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/qCpWjS0bAwc_30.0.mp4	At the moment we don't talk, because there's tension there. What did you do? Well, I floated with guys and...	0.690	13.020
xgMlY3mkgMg	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/xgMlY3mkgMg_90.0.mp4	If you want it to look really old you can use a little bit of black.	8.310	10.560
1zFcAqNQBZY	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_11/1zFcAqNQBZY_30.0.mp4	the heads bobbing a little bit who's who and pick it out where they're going to be. Well you know we have a heavy favorite coming in everyone's talking about Drew Hunter but that sometimes is a good thing for	0.000	14.430
ZRRcI5ksmVI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_13/ZRRcI5ksmVI_50.0.mp4	As you can tell that compression is a little high	0.000	15.000
dDbVEkXY5i8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/dDbVEkXY5i8_150.0.mp4	And now I wanna be the type for all the things you do Sweet town of Skyrim	0.900	11.940
ld4f10OLMgU	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_08/ld4f10OLMgU_190.0.mp4	for the fish here, see if they got the timing correct.	0.480	13.800
vOmHfeCJvNg	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_13/vOmHfeCJvNg_70.0.mp4	will push the teeth together for you.	0.000	15.120
SOl0wkKO49g	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/SOl0wkKO49g_30.0.mp4	As dainty as a fairy Princess of the prairie Yes, she's Jessie, the Odle and Cowgirl	0.000	10.500
LLDHkHHKYkI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/LLDHkHHKYkI_120.0.mp4	You can lie, you can cheat your way through life You can take what you don't deserve You've done it, you can lie, you can cheat your way through life	0.000	13.500
XKFk3hHAOf4	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/XKFk3hHAOf4_30.0.mp4	And that ain't what it takes to love me Like I wanna be loved by you	0.000	8.850
7b446bDv9Ek	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_04/7b446bDv9Ek_30.0.mp4	Sure, of course, go ahead. Yeah I produced it with Eric Scott my first production in Wonder Brothers. It's a really happy with it	0.000	10.980
zye7IPXojSc	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_20/zye7IPXojSc_30.0.mp4	with that dog. But some people don't want to have to take care of a dog or clean up after one. For that situation we have the HomeSafe Mark	0.000	13.380
cWpeVkzNcgs	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_19/cWpeVkzNcgs_40.0.mp4	Extra burp you could almost did the whole thing now watch now listen	2.970	12.720
XEG1OdTNlKM	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/XEG1OdTNlKM_90.0.mp4	Is that your breath or did you just fart? Is that your breath or did you just fart? Break it down. Is that your breath or did you fart?	0.000	11.610
oaRtcfTazFE	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_01/oaRtcfTazFE_0.0.mp4	Thanks for watching!	2.040	9.990
AiT4seZGR2w	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_03/AiT4seZGR2w_220.0.mp4	What we can do now is enjoy. By hitting private, it will then scan.	0.000	10.350
ixVZgNDxA5M	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_08/ixVZgNDxA5M_10.0.mp4	It's enough to scare the... Well let's just say it's enough to scare you. It's called a phantom flush and it's not only scary but it	0.000	11.010
LUZvCwRDK38	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_20/LUZvCwRDK38_550.0.mp4	Parker, if you're not gonna shut the doors, then at least don't make eye contact! It's only weird if you make it weird!	0.000	8.400
H2pTKitY56w	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/H2pTKitY56w_450.0.mp4	I'm not sure how I feel about how I'm feeling right now. Okay, so this is a new one? Yeah.	0.000	10.620
8mix3gmzPa0	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_02/8mix3gmzPa0_130.0.mp4	You wanna be still Before you want my thrill	0.000	11.400
VCozi4GDpxQ	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/VCozi4GDpxQ_20.0.mp4	And down at didgeridoo it sounds a lot better.	0.240	11.340
YMKciM-oVeo	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_16/YMKciM-oVeo_330.0.mp4	He is to the sky.	0.000	10.020
QPVQcdmee54	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_01/QPVQcdmee54_200.0.mp4	The third thing you can do to increase your LSAT score is don't skim or skip	0.000	14.070
sA73ScSPS30	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_16/sA73ScSPS30_0.0.mp4	Ah! Where's the rest of my team? Aching the enemy side isn't fun on your own! Well, well.	2.130	9.720
jmTwDCJDNUU	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_01/jmTwDCJDNUU_30.0.mp4	cause you don't get to see him all day? yeah why do you love Justin Bieber? because he really loves me back	0.000	10.980
xm8g6BprRnc	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/xm8g6BprRnc_30.0.mp4	position and you can just work it off work it out	0.000	10.290
-Ar7D-GARhI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_11/-Ar7D-GARhI_30.0.mp4	season, the weather, the breed of sheep, even the color of the pigment of the hoofs make a difference on how fast they grow. Typically a	0.240	13.350
i1TuCYXJaRo	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_09/i1TuCYXJaRo_23.0.mp4	Oh my god dude this is my first time. Stop taking a video of me! I'm not!	0.960	9.750
cTqM5YOV7Qc	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_01/cTqM5YOV7Qc_80.0.mp4	They haven't learned to work together as a single unit	4.830	10.530
AagemOzvoZE	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_12/AagemOzvoZE_30.0.mp4	It's no love	0.000	7.500
rgpkbNUr3CM	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/rgpkbNUr3CM_20.0.mp4	Paladin to Emperor K6.	8.190	10.980
3rvqiSZB4pA	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_08/3rvqiSZB4pA_110.0.mp4	Let's carry on Green lights Start to blend Tell me it's time to go	0.000	9.180
0W69ei8lbec	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_06/0W69ei8lbec_220.0.mp4	time off again. Usually with water.	0.000	11.280
EuqI6x0mf6Q	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_12/EuqI6x0mf6Q_150.0.mp4	And look what's growing in my garden. Dandelions.	0.000	12.180
N-IvW6J2e80	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_13/N-IvW6J2e80_70.0.mp4	But you never wanna stay We are the ones that wanna die	0.000	10.020
LAHWV6fZwUk	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/LAHWV6fZwUk_30.0.mp4	We know this for sure When I saw you looking at me I saw my heart just to let you be	0.000	10.530
eyY6f4iQDH4	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_19/eyY6f4iQDH4_80.0.mp4	. . . pretty kind of standard scale, often the first scale that people learn before they learn the major scale. So, first of all, what do you think?	6.600	13.860
fnUAeKbm14o	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_02/fnUAeKbm14o_30.0.mp4	Give it a test. Like the idea. Yeah, that one flew pretty good. The design as far as the CG coming back launches it up in	1.200	13.350
2SenLjPbGzU	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/2SenLjPbGzU_30.0.mp4	The beats in the backseat blow up Turn the heart seat down Still talking shit about Monday The weekend is over now Not making no one happy	0.600	10.380
bTuau3dbZnU	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/bTuau3dbZnU_50.0.mp4	for a perfect circle every time.	0.060	10.200
4FSNtSSuhdo	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/4FSNtSSuhdo_400.0.mp4	You can get some really cool stuff out of this.	0.000	13.770
5xreAnQ2ao8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/5xreAnQ2ao8_190.0.mp4	As we walk in the ashes You whisper my name	0.000	11.190
3IYd8cCmUkQ	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_19/3IYd8cCmUkQ_60.0.mp4	How much I still want you, how much I still need you If my girl wanted you, if she only knew about it	0.030	11.550
MEZmzYW-f8M	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_12/MEZmzYW-f8M_30.0.mp4	So, to say something is outside of a key, first we have to understand what a key is. Western music is based on a 12-note system. We have 12 notes, that's it.	0.000	13.350
o9ReDAzxHvE	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_08/o9ReDAzxHvE_30.0.mp4	Mmm Burke's been a long time unblocking that drink	0.150	10.020
usjxOxDQYHI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/usjxOxDQYHI_30.0.mp4	In its place, the new science is showing us a universe that is utterly wild and fantastic and chaotic and bizarre.	0.600	10.050
Kv0hzGRKVYM	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_17/Kv0hzGRKVYM_30.0.mp4	Just see the type of respect that my crew get Got the city on lock like we move bricks If you like that	0.000	11.190
DkCIFy4OWno	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_08/DkCIFy4OWno_10.0.mp4	A simple way to avoid getting sick, try coughing in your sleeve instead of your hand.	1.500	10.110
YT1VYFoeE1I	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_05/YT1VYFoeE1I_250.0.mp4	the next time you're in the dealers see if they got one of these because it's a great way to get started.	0.030	11.760
VPp9ArDokWY	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_19/VPp9ArDokWY_30.0.mp4	It lays out a pretty even distribution of water right where the plant is. From what I understand.	0.330	13.290
mRgeey05UNs	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_06/mRgeey05UNs_30.0.mp4	That should be enough. So, what we're going to start off doing is getting the	0.960	10.530
3OLeJZF4oI0	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_14/3OLeJZF4oI0_290.0.mp4	as I've gone. Alright, ready for chord number four? Here we go. Can't miss this one.	0.000	13.320
-9Nl3LZBCOo	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_07/-9Nl3LZBCOo_200.0.mp4	It has a zipper pocket.	3.060	9.270
b2eAIAZcn28	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_19/b2eAIAZcn28_30.0.mp4	It was so much harder And now I'm overseas, my point of view	0.000	10.980
xli3cTju6bk	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/xli3cTju6bk_50.0.mp4	some of the highlights from this powerful voice lesson program. Enjoy! Breath.	0.000	10.830
YxQzJweGS2c	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_04/YxQzJweGS2c_160.0.mp4	Hush little baby Hush little baby	0.000	11.190
1eQSkR2w0R8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_04/1eQSkR2w0R8_380.0.mp4	Alright, it runs. Let's see if it sprays.	2.040	13.080
n49a9hw0iag	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_08/n49a9hw0iag_160.0.mp4	I don't know if ASMR is done. That's not what we're here for. Some of you may	0.000	15.210
g9UVvCUVOKg	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_04/g9UVvCUVOKg_30.0.mp4	sleeping on my own cause if you like the way you look at much oh baby you should go and love yourself	0.000	10.530
WRZGYDh7qRo	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_19/WRZGYDh7qRo_60.0.mp4	Come over here and let me tell you something Nothing ever comes of nothing You pay a price	0.000	10.530
LGi38MqlPFA	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_07/LGi38MqlPFA_150.0.mp4	I don't wanna date other fellas wait till I walk away Baby, try to be my child	0.000	10.680
Ekoh6TJpA88	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_16/Ekoh6TJpA88_60.0.mp4	Make not a single sound, my love I could not	0.000	11.280
jF2rfqpmR6I	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_07/jF2rfqpmR6I_30.0.mp4	Number three!	2.850	10.530
uRwlP0A57Oo	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_20/uRwlP0A57Oo_30.0.mp4	for you now.	0.000	10.020
12yjIm0Z8Cw	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/12yjIm0Z8Cw_80.0.mp4	OK. Confirm your Apple idea and press Submit. OK. Done.	0.000	13.230
iA-dDZsEVZE	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_09/iA-dDZsEVZE_180.0.mp4	screw with any of that so I just ran it behind this jump seat here in my truck ran it behind the plastic molding of the jump seat and then out the front of the jump	0.060	10.530
UWK7tH9GNSg	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/UWK7tH9GNSg_30.0.mp4	Hi, welcome. Welcome to Hypnosis Center. My name is John Petrocelli and you're? Tatiana. Nice to meet you.	0.450	13.320
MCNQ-ELFo54	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_10/MCNQ-ELFo54_13.0.mp4	I love	0.210	10.170
BIaloqYG5DA	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_09/BIaloqYG5DA_30.0.mp4	The solvent used in the Montano Black provides a rapid drying time, which makes it great for layering techniques, as you can see here.	1.530	8.640
2Be4jTJVsZ4	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_11/2Be4jTJVsZ4_30.0.mp4	Sonequa, Latoya, Laquisha, Laquisha, Letonia, Rohandra, Bonquisha, Titania, Depromination, Laquishria, Keisha,	0.000	10.650
qjl7-zxkTx8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_05/qjl7-zxkTx8_30.0.mp4	Beeping	8.910	9.000
omAz2-Yg5eI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/omAz2-Yg5eI_510.0.mp4	Smooty! Ah, marvelous!	0.000	12.120
YB59UCftnr8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_11/YB59UCftnr8_0.0.mp4	I'm Tony Parker from the San Antonio Spurs. I'm Paul George at Indiana Patience. I'm Nick Young. I'm a teammate of the Kicks on the court. What's going on world? It's another episode of	0.570	9.990
JZnEGPaycFk	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_05/JZnEGPaycFk_70.0.mp4	Now it's time to enjoy your grapefruit juice.	2.250	10.080
9vPg3ePBCPg	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_07/9vPg3ePBCPg_590.0.mp4	Now making a burp block is really easy. You've got to cut the butter, you've got to get that butter really cold, and then just get your butter ready.	0.000	14.460
i4nAcLHecSM	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_14/i4nAcLHecSM_30.0.mp4	Her side boob, okay, I sound like I'm checking these girls out, but I noticed things She's got kind of like an either. She's got some really awesome perky titties or you know	0.030	14.400
RREcC2GWsWQ	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/RREcC2GWsWQ_150.0.mp4	shiny part and if you want this part to be your case then flip it to the other side	0.570	8.370
RNJd4F8JU94	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_04/RNJd4F8JU94_30.0.mp4	It is eight o'clock. It is nine o'clock.	0.000	9.210
FtRRFMo27LQ	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/FtRRFMo27LQ_220.0.mp4	I wanna, I wanna, I wanna, I wanna, I wanna.	2.070	10.740
0YsXXGEVmy8	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_16/0YsXXGEVmy8_30.0.mp4	Maybe I should go in.	6.480	10.530
Lyu7R0tfZas	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/Lyu7R0tfZas_90.0.mp4	All right, hang on. Let me call Kramer and see if you can hear anything. Hold on. Hello. Kramer, there may be a problem with your phone.	0.000	15.150
yHC2S9N0prw	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_14/yHC2S9N0prw_500.0.mp4	white trees down there there's a duck I think it's a chicken not a duck it looks like a duck come on	0.060	9.990
zmD1CQIJFec	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_16/zmD1CQIJFec_40.0.mp4	We came to visit you in World 1. No, wait. Where are you?	0.000	11.550
dUldGtmTy38	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_18/dUldGtmTy38_40.0.mp4	Hey! Are you kidding me? Okay! I know you're here! Everybody knows you're here! SHIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII M-I M-I M-I M-I M-I M-I M-I M-I M-I M-I M-I	1.260	11.670
efGICBEXQrA	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_07/efGICBEXQrA_0.0.mp4	Thank you.	2.670	9.960
JJotMvT8rYk	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_13/JJotMvT8rYk_10.0.mp4	Oh shit!	0.510	10.740
Qn7KF00GDfI	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_14/Qn7KF00GDfI_100.0.mp4	It is the honorable thing for our species to do, to deny our programming, walk hand in hand into extinction.	0.720	14.670
kKf9OprN9nw	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_14/kKf9OprN9nw_400.0.mp4	She's up? What?	0.150	10.260
OjEBN0ArNCk	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_05/OjEBN0ArNCk_80.0.mp4	something nice to have.	1.470	10.380
WUJ81SYub4I	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_15/WUJ81SYub4I_170.0.mp4	As I turn up octave two, you hear that starts to become more noticeable.	1.380	4.620
wQYrm5A5GAA	/public/huggingface-datasets/Aimind-dataset-share/Audioset/data/balanced_train/balanced_train_03/wQYrm5A5GAA_30.0.mp4	still attached. I just like to take off the paper skin and then about the first layer of the onion. So the second step, slice the	0.000	14.460
